DATE,BAMLCC0A0CMTRIV
2004-06-08,1422.46
2004-06-09,1419.27
2004-06-10,1420.54
2004-06-11,1420.77
2004-06-14,1414.92
2004-06-15,1429.07
2004-06-16,1425.66
2004-06-17,1429.07
2004-06-18,1428.02
2004-06-21,1430.03
2004-06-22,1429.20
2004-06-23,1430.18
2004-06-24,1434.46
2004-06-25,1434.36
2004-06-28,1427.59
2004-06-29,1430.90
2004-06-30,1436.75
2004-07-01,1440.52
2004-07-02,1448.52
2004-07-05,1449.23
2004-07-06,1448.04
2004-07-07,1448.56
2004-07-08,1449.04
2004-07-09,1449.53
2004-07-12,1451.96
2004-07-13,1449.54
2004-07-14,1449.48
2004-07-15,1449.62
2004-07-16,1459.79
2004-07-19,1460.51
2004-07-20,1453.47
2004-07-21,1450.61
2004-07-22,1452.44
2004-07-23,1454.58
2004-07-26,1452.16
2004-07-27,1443.58
2004-07-28,1444.66
2004-07-29,1446.13
2004-07-30,1453.92
2004-07-31,1454.11
2004-08-02,1454.27
2004-08-03,1457.05
2004-08-04,1456.84
2004-08-05,1458.97
2004-08-06,1473.39
2004-08-09,1471.88
2004-08-10,1468.18
2004-08-11,1469.23
2004-08-12,1471.41
2004-08-13,1475.34
2004-08-16,1472.65
2004-08-17,1477.18
2004-08-18,1475.97
2004-08-19,1477.64
2004-08-20,1476.06
2004-08-23,1473.43
2004-08-24,1473.90
2004-08-25,1475.68
2004-08-26,1478.80
2004-08-27,1479.38
2004-08-30,1483.11
2004-08-31,1488.21
2004-09-01,1488.21
2004-09-02,1483.74
2004-09-03,1476.12
2004-09-06,1476.83
2004-09-07,1481.02
2004-09-08,1488.05
2004-09-09,1485.29
2004-09-10,1487.12
2004-09-13,1490.10
2004-09-14,1492.55
2004-09-15,1489.81
2004-09-16,1498.07
2004-09-17,1493.56
2004-09-20,1499.95
2004-09-21,1501.27
2004-09-22,1504.75
2004-09-23,1501.48
2004-09-24,1500.87
2004-09-27,1504.30
2004-09-28,1503.26
2004-09-29,1497.60
2004-09-30,1495.99
2004-10-01,1491.44
2004-10-04,1493.49
2004-10-05,1494.11
2004-10-06,1489.97
2004-10-07,1488.27
2004-10-08,1497.90
2004-10-11,1498.61
2004-10-12,1501.23
2004-10-13,1503.59
2004-10-14,1508.50
2004-10-15,1504.93
2004-10-18,1505.57
2004-10-19,1506.32
2004-10-20,1508.78
2004-10-21,1508.50
2004-10-22,1509.80
2004-10-25,1511.29
2004-10-26,1511.31
2004-10-27,1504.42
2004-10-28,1505.93
2004-10-29,1510.68
2004-10-31,1511.11
2004-11-01,1506.03
2004-11-02,1507.74
2004-11-03,1509.42
2004-11-04,1510.10
2004-11-05,1500.56
2004-11-08,1499.18
2004-11-09,1499.26
2004-11-10,1496.61
2004-11-11,1496.85
2004-11-12,1502.03
2004-11-15,1503.30
2004-11-16,1502.28
2004-11-17,1508.14
2004-11-18,1510.34
2004-11-19,1504.20
2004-11-22,1507.34
2004-11-23,1506.34
2004-11-24,1505.70
2004-11-25,1505.94
2004-11-26,1502.64
2004-11-29,1496.61
2004-11-30,1495.40
2004-12-01,1494.59
2004-12-02,1493.62
2004-12-03,1504.25
2004-12-06,1507.49
2004-12-07,1508.37
2004-12-08,1517.17
2004-12-09,1514.41
2004-12-10,1514.91
2004-12-13,1516.01
2004-12-14,1517.98
2004-12-15,1522.94
2004-12-16,1514.34
2004-12-17,1512.75
2004-12-20,1514.46
2004-12-21,1516.95
2004-12-22,1515.08
2004-12-23,1514.10
2004-12-24,.
2004-12-27,1509.21
2004-12-28,1509.35
2004-12-29,1507.20
2004-12-30,1512.27
2004-12-31,1516.60
2005-01-03,1516.98
2005-01-04,1511.38
2005-01-05,1512.31
2005-01-06,1512.10
2005-01-07,1511.52
2005-01-10,1512.56
2005-01-11,1515.49
2005-01-12,1516.34
2005-01-13,1520.67
2005-01-14,1518.14
2005-01-17,1518.85
2005-01-18,1520.18
2005-01-19,1520.88
2005-01-20,1521.76
2005-01-21,1524.05
2005-01-24,1527.03
2005-01-25,1522.15
2005-01-26,1522.93
2005-01-27,1522.16
2005-01-28,1527.60
2005-01-31,1528.87
2005-02-01,1528.78
2005-02-02,1529.28
2005-02-03,1528.19
2005-02-04,1536.83
2005-02-07,1540.14
2005-02-08,1541.71
2005-02-09,1545.68
2005-02-10,1538.05
2005-02-11,1535.69
2005-02-14,1538.71
2005-02-15,1536.46
2005-02-16,1531.96
2005-02-17,1530.48
2005-02-18,1524.55
2005-02-21,1525.26
2005-02-22,1523.21
2005-02-23,1524.82
2005-02-24,1524.13
2005-02-25,1525.20
2005-02-28,1519.03
2005-03-01,1519.11
2005-03-02,1518.77
2005-03-03,1518.45
2005-03-04,1524.91
2005-03-07,1526.63
2005-03-08,1521.03
2005-03-09,1510.55
2005-03-10,1514.79
2005-03-11,1508.87
2005-03-14,1510.56
2005-03-15,1507.85
2005-03-16,1507.20
2005-03-17,1509.92
2005-03-18,1506.65
2005-03-21,1504.46
2005-03-22,1496.99
2005-03-23,1496.09
2005-03-24,1497.63
2005-03-25,.
2005-03-28,1495.27
2005-03-29,1496.87
2005-03-30,1498.66
2005-03-31,1502.67
2005-04-01,1505.87
2005-04-04,1504.61
2005-04-05,1503.89
2005-04-06,1507.19
2005-04-07,1504.47
2005-04-08,1503.32
2005-04-11,1505.03
2005-04-12,1512.06
2005-04-13,1510.42
2005-04-14,1509.45
2005-04-15,1514.50
2005-04-18,1515.24
2005-04-19,1520.44
2005-04-20,1520.97
2005-04-21,1515.41
2005-04-22,1520.63
2005-04-25,1521.07
2005-04-26,1519.47
2005-04-27,1521.89
2005-04-28,1526.66
2005-04-29,1523.34
2005-04-30,1523.58
2005-05-02,1524.29
2005-05-03,1523.00
2005-05-04,1523.96
2005-05-05,1524.66
2005-05-06,1514.76
2005-05-09,1515.74
2005-05-10,1520.46
2005-05-11,1521.19
2005-05-12,1522.67
2005-05-13,1524.51
2005-05-16,1523.82
2005-05-17,1524.02
2005-05-18,1528.31
2005-05-19,1525.94
2005-05-20,1525.69
2005-05-23,1531.89
2005-05-24,1534.26
2005-05-25,1532.55
2005-05-26,1533.28
2005-05-27,1535.42
2005-05-30,1536.10
2005-05-31,1542.36
2005-06-01,1551.48
2005-06-02,1554.76
2005-06-03,1548.43
2005-06-06,1550.58
2005-06-07,1555.15
2005-06-08,1551.98
2005-06-09,1548.22
2005-06-10,1541.50
2005-06-13,1539.14
2005-06-14,1536.00
2005-06-15,1536.93
2005-06-16,1540.61
2005-06-17,1540.61
2005-06-20,1539.37
2005-06-21,1544.04
2005-06-22,1552.15
2005-06-23,1550.76
2005-06-24,1554.56
2005-06-27,1556.44
2005-06-28,1551.85
2005-06-29,1550.22
2005-06-30,1554.79
2005-07-01,1547.12
2005-07-04,1547.84
2005-07-05,1542.43
2005-07-06,1544.44
2005-07-07,1548.12
2005-07-08,1542.95
2005-07-11,1544.97
2005-07-12,1542.31
2005-07-13,1540.87
2005-07-14,1540.43
2005-07-15,1541.30
2005-07-18,1538.06
2005-07-19,1541.03
2005-07-20,1543.46
2005-07-21,1535.22
2005-07-22,1540.11
2005-07-25,1538.84
2005-07-26,1539.66
2005-07-27,1538.31
2005-07-28,1544.68
2005-07-29,1538.23
2005-07-31,1538.69
2005-08-01,1535.93
2005-08-02,1534.36
2005-08-03,1537.35
2005-08-04,1535.90
2005-08-05,1529.76
2005-08-08,1527.81
2005-08-09,1530.28
2005-08-10,1530.32
2005-08-11,1535.12
2005-08-12,1541.93
2005-08-15,1540.41
2005-08-16,1544.54
2005-08-17,1540.79
2005-08-18,1546.08
2005-08-19,1546.85
2005-08-22,1547.42
2005-08-23,1549.69
2005-08-24,1550.28
2005-08-25,1552.25
2005-08-26,1549.68
2005-08-29,1551.58
2005-08-30,1558.39
2005-08-31,1563.76
2005-09-01,1563.96
2005-09-02,1562.51
2005-09-05,1563.23
2005-09-06,1558.47
2005-09-07,1553.58
2005-09-08,1553.12
2005-09-09,1554.52
2005-09-12,1551.51
2005-09-13,1554.73
2005-09-14,1552.38
2005-09-15,1548.10
2005-09-16,1543.81
2005-09-19,1545.80
2005-09-20,1545.66
2005-09-21,1550.13
2005-09-22,1550.70
2005-09-23,1545.14
2005-09-26,1542.28
2005-09-27,1541.40
2005-09-28,1545.16
2005-09-29,1542.33
2005-09-30,1539.02
2005-10-03,1535.07
2005-10-04,1536.41
2005-10-05,1537.92
2005-10-06,1537.47
2005-10-07,1538.30
2005-10-10,1539.02
2005-10-11,1536.66
2005-10-12,1530.93
2005-10-13,1527.25
2005-10-14,1526.21
2005-10-17,1527.69
2005-10-18,1529.32
2005-10-19,1530.36
2005-10-20,1530.82
2005-10-21,1536.93
2005-10-24,1532.80
2005-10-25,1527.82
2005-10-26,1520.43
2005-10-27,1522.84
2005-10-28,1522.10
2005-10-31,1523.19
2005-11-01,1521.62
2005-11-02,1519.24
2005-11-03,1516.35
2005-11-04,1515.39
2005-11-07,1517.49
2005-11-08,1523.34
2005-11-09,1517.74
2005-11-10,1523.60
2005-11-11,1523.85
2005-11-14,1520.02
2005-11-15,1524.16
2005-11-16,1529.51
2005-11-17,1531.74
2005-11-18,1528.63
2005-11-21,1532.57
2005-11-22,1535.09
2005-11-23,1531.04
2005-11-24,1531.31
2005-11-25,1535.34
2005-11-28,1538.54
2005-11-29,1532.72
2005-11-30,1531.36
2005-12-01,1529.21
2005-12-02,1529.51
2005-12-05,1526.33
2005-12-06,1532.29
2005-12-07,1530.13
2005-12-08,1535.01
2005-12-09,1529.37
2005-12-12,1529.54
2005-12-13,1530.70
2005-12-14,1537.89
2005-12-15,1536.59
2005-12-16,1538.87
2005-12-19,1539.88
2005-12-20,1537.72
2005-12-21,1536.25
2005-12-22,1541.05
2005-12-23,1546.03
2005-12-26,.
2005-12-27,1550.51
2005-12-28,1547.55
2005-12-29,1547.77
2005-12-30,1546.29
2005-12-31,1546.51
2006-01-02,.
2006-01-03,1549.03
2006-01-04,1550.53
2006-01-05,1550.43
2006-01-06,1548.42
2006-01-09,1549.20
2006-01-10,1545.23
2006-01-11,1542.60
2006-01-12,1547.17
2006-01-13,1552.64
2006-01-16,1553.38
2006-01-17,1555.17
2006-01-18,1554.42
2006-01-19,1551.41
2006-01-20,1553.37
2006-01-23,1554.43
2006-01-24,1552.13
2006-01-25,1544.92
2006-01-26,1541.70
2006-01-27,1543.86
2006-01-30,1542.04
2006-01-31,1543.26
2006-02-01,1540.40
2006-02-02,1541.30
2006-02-03,1544.37
2006-02-06,1544.60
2006-02-07,1542.63
2006-02-08,1540.31
2006-02-09,1542.64
2006-02-10,1539.69
2006-02-13,1540.79
2006-02-14,1538.67
2006-02-15,1539.98
2006-02-16,1540.91
2006-02-17,1546.43
2006-02-20,1547.17
2006-02-21,1545.39
2006-02-22,1548.48
2006-02-23,1545.92
2006-02-24,1546.16
2006-02-27,1545.10
2006-02-28,1549.40
2006-03-01,1546.46
2006-03-02,1542.54
2006-03-03,1538.91
2006-03-06,1534.82
2006-03-07,1535.07
2006-03-08,1535.06
2006-03-09,1535.86
2006-03-10,1534.12
2006-03-13,1533.07
2006-03-14,1540.15
2006-03-15,1537.84
2006-03-16,1545.06
2006-03-17,1543.49
2006-03-20,1545.44
2006-03-21,1540.52
2006-03-22,1541.35
2006-03-23,1538.40
2006-03-24,1544.04
2006-03-27,1542.13
2006-03-28,1535.72
2006-03-29,1532.93
2006-03-30,1529.13
2006-03-31,1529.88
2006-04-03,1528.95
2006-04-04,1529.59
2006-04-05,1532.46
2006-04-06,1528.07
2006-04-07,1522.61
2006-04-10,1523.39
2006-04-11,1526.16
2006-04-12,1522.44
2006-04-13,1518.16
2006-04-14,.
2006-04-17,1521.87
2006-04-18,1524.94
2006-04-19,1521.33
2006-04-20,1520.96
2006-04-21,1523.33
2006-04-24,1526.93
2006-04-25,1520.44
2006-04-26,1518.22
2006-04-27,1520.81
2006-04-28,1523.31
2006-04-30,1523.80
2006-05-01,1519.53
2006-05-02,1521.67
2006-05-03,1519.39
2006-05-04,1519.01
2006-05-05,1522.66
2006-05-08,1522.90
2006-05-09,1522.36
2006-05-10,1522.74
2006-05-11,1520.70
2006-05-12,1516.30
2006-05-15,1519.93
2006-05-16,1523.48
2006-05-17,1518.45
2006-05-18,1525.26
2006-05-19,1527.22
2006-05-22,1528.39
2006-05-23,1526.15
2006-05-24,1528.27
2006-05-25,1525.40
2006-05-26,1527.48
2006-05-29,1528.23
2006-05-30,1525.31
2006-05-31,1522.58
2006-06-01,1523.14
2006-06-02,1533.43
2006-06-05,1531.33
2006-06-06,1532.54
2006-06-07,1530.92
2006-06-08,1533.19
2006-06-09,1534.58
2006-06-12,1534.64
2006-06-13,1536.41
2006-06-14,1527.94
2006-06-15,1523.86
2006-06-16,1521.50
2006-06-19,1520.58
2006-06-20,1519.36
2006-06-21,1519.34
2006-06-22,1515.59
2006-06-23,1513.20
2006-06-26,1512.56
2006-06-27,1515.26
2006-06-28,1512.28
2006-06-29,1516.90
2006-06-30,1523.72
2006-07-03,1523.71
2006-07-04,1523.96
2006-07-05,1517.89
2006-07-06,1521.59
2006-07-07,1526.71
2006-07-10,1527.54
2006-07-11,1530.30
2006-07-12,1530.57
2006-07-13,1533.16
2006-07-14,1533.77
2006-07-17,1533.84
2006-07-18,1528.77
2006-07-19,1535.36
2006-07-20,1538.60
2006-07-21,1537.44
2006-07-24,1538.27
2006-07-25,1536.30
2006-07-26,1539.52
2006-07-27,1539.90
2006-07-28,1544.89
2006-07-31,1546.30
2006-08-01,1546.95
2006-08-02,1548.95
2006-08-03,1549.89
2006-08-04,1554.71
2006-08-07,1553.71
2006-08-08,1553.81
2006-08-09,1552.75
2006-08-10,1552.22
2006-08-11,1549.19
2006-08-14,1548.26
2006-08-15,1554.90
2006-08-16,1560.07
2006-08-17,1560.44
2006-08-18,1563.37
2006-08-21,1565.38
2006-08-22,1566.35
2006-08-23,1566.00
2006-08-24,1566.94
2006-08-25,1568.33
2006-08-28,1568.16
2006-08-29,1569.28
2006-08-30,1571.75
2006-08-31,1575.23
2006-09-01,1576.02
2006-09-04,1576.78
2006-09-05,1572.59
2006-09-06,1571.09
2006-09-07,1571.98
2006-09-08,1574.67
2006-09-11,1572.72
2006-09-12,1575.70
2006-09-13,1576.69
2006-09-14,1574.71
2006-09-15,1574.46
2006-09-18,1574.14
2006-09-19,1580.84
2006-09-20,1581.75
2006-09-21,1589.03
2006-09-22,1593.38
2006-09-25,1597.70
2006-09-26,1595.67
2006-09-27,1595.00
2006-09-28,1592.27
2006-09-29,1592.09
2006-09-30,1592.34
2006-10-02,1594.27
2006-10-03,1595.17
2006-10-04,1599.37
2006-10-05,1595.70
2006-10-06,1588.01
2006-10-09,1588.78
2006-10-10,1584.43
2006-10-11,1581.32
2006-10-12,1582.49
2006-10-13,1580.34
2006-10-16,1583.16
2006-10-17,1584.65
2006-10-18,1586.38
2006-10-19,1585.01
2006-10-20,1585.72
2006-10-23,1582.54
2006-10-24,1583.26
2006-10-25,1587.72
2006-10-26,1593.55
2006-10-27,1597.97
2006-10-30,1599.40
2006-10-31,1606.07
2006-11-01,1610.73
2006-11-02,1607.80
2006-11-03,1597.95
2006-11-06,1599.87
2006-11-07,1604.88
2006-11-08,1607.93
2006-11-09,1608.10
2006-11-10,1612.24
2006-11-13,1611.80
2006-11-14,1615.35
2006-11-15,1610.71
2006-11-16,1607.32
2006-11-17,1612.71
2006-11-20,1614.31
2006-11-21,1616.15
2006-11-22,1617.27
2006-11-23,1617.53
2006-11-24,1619.70
2006-11-27,1621.07
2006-11-28,1623.88
2006-11-29,1622.92
2006-11-30,1628.82
2006-12-01,1632.54
2006-12-04,1633.00
2006-12-05,1632.39
2006-12-06,1629.16
2006-12-07,1629.65
2006-12-08,1623.25
2006-12-11,1626.95
2006-12-12,1629.81
2006-12-13,1621.79
2006-12-14,1619.54
2006-12-15,1619.66
2006-12-18,1621.35
2006-12-19,1620.43
2006-12-20,1620.98
2006-12-21,1625.56
2006-12-22,1618.97
2006-12-25,.
2006-12-26,1622.02
2006-12-27,1617.30
2006-12-28,1614.54
2006-12-29,1613.70
2006-12-31,1614.19
2007-01-01,.
2007-01-02,1616.69
2007-01-03,1619.69
2007-01-04,1624.39
2007-01-05,1622.36
2007-01-08,1622.51
2007-01-09,1622.99
2007-01-10,1620.93
2007-01-11,1616.14
2007-01-12,1613.30
2007-01-15,1614.08
2007-01-16,1616.50
2007-01-17,1613.38
2007-01-18,1616.96
2007-01-19,1615.51
2007-01-22,1617.59
2007-01-23,1614.21
2007-01-24,1614.20
2007-01-25,1609.71
2007-01-26,1608.60
2007-01-29,1608.49
2007-01-30,1609.86
2007-01-31,1614.72
2007-02-01,1613.97
2007-02-02,1615.22
2007-02-05,1618.14
2007-02-06,1622.52
2007-02-07,1625.25
2007-02-08,1626.38
2007-02-09,1621.81
2007-02-12,1621.06
2007-02-13,1620.19
2007-02-14,1628.20
2007-02-15,1631.16
2007-02-16,1633.23
2007-02-19,1634.02
2007-02-20,1635.38
2007-02-21,1634.79
2007-02-22,1631.28
2007-02-23,1636.61
2007-02-26,1641.99
2007-02-27,1651.76
2007-02-28,1647.49
2007-03-01,1647.55
2007-03-02,1650.92
2007-03-05,1648.92
2007-03-06,1648.31
2007-03-07,1651.14
2007-03-08,1651.12
2007-03-09,1643.54
2007-03-12,1647.91
2007-03-13,1652.10
2007-03-14,1648.96
2007-03-15,1648.03
2007-03-16,1647.19
2007-03-19,1645.66
2007-03-20,1646.93
2007-03-21,1649.91
2007-03-22,1643.46
2007-03-23,1641.54
2007-03-26,1644.71
2007-03-27,1642.52
2007-03-28,1641.51
2007-03-29,1640.76
2007-03-30,1639.23
2007-03-31,1639.46
2007-04-02,1640.71
2007-04-03,1638.97
2007-04-04,1639.97
2007-04-05,1637.96
2007-04-06,.
2007-04-09,1632.81
2007-04-10,1635.81
2007-04-11,1635.20
2007-04-12,1635.57
2007-04-13,1633.69
2007-04-16,1637.23
2007-04-17,1642.23
2007-04-18,1646.07
2007-04-19,1644.97
2007-04-20,1645.25
2007-04-23,1648.07
2007-04-24,1651.23
2007-04-25,1648.76
2007-04-26,1644.92
2007-04-27,1644.03
2007-04-30,1651.59
2007-05-01,1651.02
2007-05-02,1650.70
2007-05-03,1648.35
2007-05-04,1651.95
2007-05-07,1653.23
2007-05-08,1653.53
2007-05-09,1649.86
2007-05-10,1652.01
2007-05-11,1650.26
2007-05-14,1649.93
2007-05-15,1648.01
2007-05-16,1648.91
2007-05-17,1644.69
2007-05-18,1640.60
2007-05-21,1642.64
2007-05-22,1639.00
2007-05-23,1636.67
2007-05-24,1637.25
2007-05-25,1637.02
2007-05-28,.
2007-05-29,1636.02
2007-05-30,1636.27
2007-05-31,1635.24
2007-06-01,1629.64
2007-06-04,1633.69
2007-06-05,1629.23
2007-06-06,1629.37
2007-06-07,1616.81
2007-06-08,1615.13
2007-06-11,1614.54
2007-06-12,1604.62
2007-06-13,1609.71
2007-06-14,1608.44
2007-06-15,1612.98
2007-06-18,1616.02
2007-06-19,1621.52
2007-06-20,1617.96
2007-06-21,1614.10
2007-06-22,1616.55
2007-06-25,1622.70
2007-06-26,1619.92
2007-06-27,1622.63
2007-06-28,1618.68
2007-06-29,1627.12
2007-06-30,1627.38
2007-07-02,1630.75
2007-07-03,1626.49
2007-07-04,1626.75
2007-07-05,1617.81
2007-07-06,1613.79
2007-07-09,1618.04
2007-07-10,1628.80
2007-07-11,1624.19
2007-07-12,1620.54
2007-07-13,1621.73
2007-07-16,1628.68
2007-07-17,1624.67
2007-07-18,1630.47
2007-07-19,1628.12
2007-07-20,1632.21
2007-07-23,1631.35
2007-07-24,1631.89
2007-07-25,1633.61
2007-07-26,1633.74
2007-07-27,1629.68
2007-07-30,1627.71
2007-07-31,1632.03
2007-08-01,1632.61
2007-08-02,1633.81
2007-08-03,1638.73
2007-08-06,1634.40
2007-08-07,1633.78
2007-08-08,1624.50
2007-08-09,1629.84
2007-08-10,1629.66
2007-08-13,1631.37
2007-08-14,1634.04
2007-08-15,1633.20
2007-08-16,1640.08
2007-08-17,1633.20
2007-08-20,1636.88
2007-08-21,1640.92
2007-08-22,1637.81
2007-08-23,1639.60
2007-08-24,1639.14
2007-08-27,1643.40
2007-08-28,1648.87
2007-08-29,1646.26
2007-08-30,1650.34
2007-08-31,1648.10
2007-09-03,1648.67
2007-09-04,1647.11
2007-09-05,1655.04
2007-09-06,1651.36
2007-09-07,1661.54
2007-09-10,1664.14
2007-09-11,1659.68
2007-09-12,1655.06
2007-09-13,1647.88
2007-09-14,1650.02
2007-09-17,1650.90
2007-09-18,1651.14
2007-09-19,1648.87
2007-09-20,1638.67
2007-09-21,1645.31
2007-09-24,1648.83
2007-09-25,1650.35
2007-09-26,1650.79
2007-09-27,1656.63
2007-09-28,1656.79
2007-09-30,1657.34
2007-10-01,1659.58
2007-10-02,1662.22
2007-10-03,1662.14
2007-10-04,1665.70
2007-10-05,1656.23
2007-10-08,1657.05
2007-10-09,1657.53
2007-10-10,1659.56
2007-10-11,1660.44
2007-10-12,1658.55
2007-10-15,1660.78
2007-10-16,1662.06
2007-10-17,1671.76
2007-10-18,1675.02
2007-10-19,1683.59
2007-10-22,1682.73
2007-10-23,1682.94
2007-10-24,1688.66
2007-10-25,1686.21
2007-10-26,1683.62
2007-10-29,1685.12
2007-10-30,1684.39
2007-10-31,1675.35
2007-11-01,1684.13
2007-11-02,1688.33
2007-11-05,1683.64
2007-11-06,1678.86
2007-11-07,1677.76
2007-11-08,1679.84
2007-11-09,1682.69
2007-11-12,1683.52
2007-11-13,1677.98
2007-11-14,1677.17
2007-11-15,1685.66
2007-11-16,1685.02
2007-11-19,1689.71
2007-11-20,1688.61
2007-11-21,1691.30
2007-11-22,1691.57
2007-11-23,1691.44
2007-11-26,1706.88
2007-11-27,1695.60
2007-11-28,1686.95
2007-11-29,1692.66
2007-11-30,1690.08
2007-12-03,1697.50
2007-12-04,1696.20
2007-12-05,1691.81
2007-12-06,1681.15
2007-12-07,1669.84
2007-12-10,1668.15
2007-12-11,1684.27
2007-12-12,1677.25
2007-12-13,1668.62
2007-12-14,1662.88
2007-12-17,1668.41
2007-12-18,1676.33
2007-12-19,1681.73
2007-12-20,1686.46
2007-12-21,1673.01
2007-12-24,1669.83
2007-12-25,.
2007-12-26,1663.33
2007-12-27,1671.64
2007-12-28,1681.88
2007-12-31,1689.14
2008-01-01,.
2008-01-02,1703.32
2008-01-03,1701.60
2008-01-04,1703.76
2008-01-07,1705.23
2008-01-08,1703.21
2008-01-09,1703.60
2008-01-10,1692.02
2008-01-11,1699.77
2008-01-14,1701.68
2008-01-15,1708.95
2008-01-16,1707.26
2008-01-17,1711.08
2008-01-18,1709.29
2008-01-21,1710.13
2008-01-22,1718.81
2008-01-23,1723.23
2008-01-24,1704.40
2008-01-25,1711.90
2008-01-28,1712.94
2008-01-29,1707.17
2008-01-30,1699.39
2008-01-31,1709.10
2008-02-01,1714.48
2008-02-04,1710.53
2008-02-05,1717.21
2008-02-06,1714.58
2008-02-07,1701.94
2008-02-08,1708.87
2008-02-11,1711.20
2008-02-12,1703.88
2008-02-13,1702.66
2008-02-14,1690.52
2008-02-15,1693.68
2008-02-18,1694.52
2008-02-19,1685.05
2008-02-20,1681.25
2008-02-21,1693.92
2008-02-22,1691.66
2008-02-25,1681.47
2008-02-26,1684.72
2008-02-27,1685.90
2008-02-28,1695.52
2008-02-29,1710.33
2008-03-03,1708.95
2008-03-04,1701.27
2008-03-05,1687.64
2008-03-06,1686.81
2008-03-07,1689.92
2008-03-10,1695.62
2008-03-11,1677.48
2008-03-12,1688.45
2008-03-13,1680.07
2008-03-14,1688.86
2008-03-17,1693.62
2008-03-18,1683.70
2008-03-19,1692.87
2008-03-20,1694.44
2008-03-21,.
2008-03-24,1678.79
2008-03-25,1682.32
2008-03-26,1683.76
2008-03-27,1679.65
2008-03-28,1684.54
2008-03-31,1687.63
2008-04-01,1676.89
2008-04-02,1676.29
2008-04-03,1677.35
2008-04-04,1690.68
2008-04-07,1687.69
2008-04-08,1688.71
2008-04-09,1697.78
2008-04-10,1691.22
2008-04-11,1696.71
2008-04-14,1694.41
2008-04-15,1689.09
2008-04-16,1677.84
2008-04-17,1676.25
2008-04-18,1679.93
2008-04-21,1686.15
2008-04-22,1687.65
2008-04-23,1688.52
2008-04-24,1680.09
2008-04-25,1677.83
2008-04-28,1684.82
2008-04-29,1687.66
2008-04-30,1697.29
2008-05-01,1700.15
2008-05-02,1695.74
2008-05-05,1697.43
2008-05-06,1693.03
2008-05-07,1696.84
2008-05-08,1703.50
2008-05-09,1707.30
2008-05-12,1707.10
2008-05-13,1693.88
2008-05-14,1690.97
2008-05-15,1700.13
2008-05-16,1700.76
2008-05-19,1703.14
2008-05-20,1708.05
2008-05-21,1703.29
2008-05-22,1691.71
2008-05-23,1699.37
2008-05-26,1700.23
2008-05-27,1689.94
2008-05-28,1683.20
2008-05-29,1677.03
2008-05-30,1681.81
2008-05-31,1681.84
2008-06-02,1689.33
2008-06-03,1696.75
2008-06-04,1691.04
2008-06-05,1685.25
2008-06-06,1694.83
2008-06-09,1689.10
2008-06-10,1676.58
2008-06-11,1678.93
2008-06-12,1666.86
2008-06-13,1662.57
2008-06-16,1664.37
2008-06-17,1667.20
2008-06-18,1673.70
2008-06-19,1667.57
2008-06-20,1671.89
2008-06-23,1667.98
2008-06-24,1672.59
2008-06-25,1671.88
2008-06-26,1674.65
2008-06-27,1677.34
2008-06-30,1675.39
2008-07-01,1671.81
2008-07-02,1675.67
2008-07-03,1674.01
2008-07-04,1674.30
2008-07-07,1679.66
2008-07-08,1681.57
2008-07-09,1684.48
2008-07-10,1684.83
2008-07-11,1668.56
2008-07-14,1675.24
2008-07-15,1673.10
2008-07-16,1660.83
2008-07-17,1651.70
2008-07-18,1648.42
2008-07-21,1651.08
2008-07-22,1647.89
2008-07-23,1645.29
2008-07-24,1657.71
2008-07-25,1649.07
2008-07-28,1657.99
2008-07-29,1655.88
2008-07-30,1654.92
2008-07-31,1660.96
2008-08-01,1664.52
2008-08-04,1663.54
2008-08-05,1660.83
2008-08-06,1656.58
2008-08-07,1669.12
2008-08-08,1668.14
2008-08-11,1663.01
2008-08-12,1669.97
2008-08-13,1666.39
2008-08-14,1670.87
2008-08-15,1674.63
2008-08-18,1678.00
2008-08-19,1674.09
2008-08-20,1676.56
2008-08-21,1671.24
2008-08-22,1668.02
2008-08-25,1675.43
2008-08-26,1674.53
2008-08-27,1676.25
2008-08-28,1674.15
2008-08-29,1672.33
2008-08-31,1672.62
2008-09-01,1672.91
2008-09-02,1679.63
2008-09-03,1683.09
2008-09-04,1686.82
2008-09-05,1684.48
2008-09-08,1684.89
2008-09-09,1689.44
2008-09-10,1681.65
2008-09-11,1674.71
2008-09-12,1660.31
2008-09-15,1648.92
2008-09-16,1619.83
2008-09-17,1612.41
2008-09-18,1599.72
2008-09-19,1593.40
2008-09-22,1595.78
2008-09-23,1588.61
2008-09-24,1590.45
2008-09-25,1571.96
2008-09-26,1554.00
2008-09-29,1571.47
2008-09-30,1549.89
2008-10-01,1552.06
2008-10-02,1542.14
2008-10-03,1541.13
2008-10-06,1548.59
2008-10-07,1536.08
2008-10-08,1510.30
2008-10-09,1494.85
2008-10-10,1460.78
2008-10-13,1461.65
2008-10-14,1470.88
2008-10-15,1469.96
2008-10-16,1460.39
2008-10-17,1447.46
2008-10-20,1447.62
2008-10-21,1457.38
2008-10-22,1462.43
2008-10-23,1467.19
2008-10-24,1451.66
2008-10-27,1445.69
2008-10-28,1439.78
2008-10-29,1436.39
2008-10-30,1434.98
2008-10-31,1435.49
2008-11-03,1442.79
2008-11-04,1456.55
2008-11-05,1466.79
2008-11-06,1468.07
2008-11-07,1464.88
2008-11-10,1473.53
